,vijest,kategorija
1848," 'Svjetska zdravstvena organizacija (WHO) objavila je da majmunske boginje više nisu globalna “zdravstvena vanredna situacija”, prekinuvši gotovo jednogodišnju uzbunu zbog virusne bolesti čiji su slučajevi potvrđeni u više od stotinu zemalja, prenosi Hina.\n Organizacija je u julu 2022. majmunske boginje proglasila međunarodnom javnozdravstvenom vanrednom situacijom\xa0i podržala svoje stajalište u novembru i februaru.\n Oznaka WHO-a osmišljena je kako bi pokrenula koordinirani međunarodni odgovor i oslobodila\xa0sredstva za saradnju u\xa0dijeljenju cjepiva i liječenja.\nPad prijavljenih slučajeva\n Više od 87.000 slučajeva majmunskih boginja potvrđeno je u svijetu od početka 2022. do 8. maja ove godine, prema najnovijem izvještaju WHO-a.\nIako\xa0je WHO ranije tokom godine bilježio\xa0stalni pad u broju prijavljenih slučajeva, također je izrazio zabrinutost zbog mogućeg ponovnog izbijanja u nekim regijama i stalnog prenosa u nekim zemljama.",5
1849," 'Kineski veliki putnički avion C919 obavio je prvi validacioni let za kinesku aviokompaniju.\n Avion je poletio sa aerodroma u Šangaju, a sletio je na pisti u Pekingu.\n Kako prenosi Beta, pozivajući se na Xinhua, to označava početak stosatne validacije leta aviona, koja će trajati do sredine februara 2023.\n Proces testiranja će sveobuhvatno potvrditi pouzdanost C919 imajući na umu komercijalne operacije – sa ciljem da se osiguraju bezbjednost i efikasnost.\n C919 je prvi domaći veliki mlazni avion u Kini.\nMoguć početak upotrebe u proljeće 2023.\n Tokom stosatnog procesa validacije, avion će sletjeti u nekoliko gradova širom Kine, uključujući Peking, Čengdu, Sian, Haikou i Čingdao, saopštila je kompanija China Eastern Airlines, operater lansiranja C919.\n Prvi avion C919 isporučen je toj kompaniji ranije ovog mjeseca.\n Prva grupa pilota, stjuardesa i osoblja za održavanje završila je obuku, a provedena je i daljnja obuka za osoblje na ključnim pozicijama, saopštila je kompanija.\n Rezultate procesa validacije leta će pregledati i provjeriti Uprava za civilnu avijaciju Kine, a operativna dozvola za avion C919 će biti izdana aviokompaniji ako se rezultati testiranja pokažu zadovoljavajućim.\nOčekuje se da će avion China Eastern Airlinesa biti pušten u komercijalni rad u proljeće 2023.",4
1850," 'Armenija i Azerbejdžan međusobno se optužuju za razmjenu vatre u pograničnom području u četvrtak u kojoj su ranjena najmanje tri vojnika, izvijestila je ruska novinska agencija TASS, prenosi Hina.\n Armensko ministarstvo obrane saopćilo je u četvrtak da su azerbejdžanske trupe granatirale položaje njihovih snaga u pograničnoj regiji Gegharkunik topništvom i minobacačima, ranivši pritom dvojicu vojnika.\nPregovori o mirovnom sporazumu\n Azerbejdžansko ministarstvo obrane saopćilo je da su njihovi položaji ranije bili pod vatrom pri čemu je ranjen jedan vojnik.\nDvije zemlje pregovaraju o mirovnom sporazumu kojim bi se okončao sukob oko Nagorno-Karabaha, regije koja je priznata kao dio Azerbejdžana, ali je naseljena uglavnom Armencima i oko koje su često izbijale borbe.",5
1851," 'Specijalni izaslanik Evropske unije za dijalog Srbije i Kosova Miroslav Lajčak saopćio je da će na sastanku 2. maja u Briselu, na kojem bi trebali učestvovati predsjednik Srbije Aleksandar Vučić i premijer Kosova Albin Kurti, glavne teme biti prvi nacrt statuta zajednice srpskih opština (ZSO) i pitanje nestalih osoba.\n Sumirajući proteklu sedmicu, rekao je da je ovo vrijeme intenzivnih priprema i da će, poslije razgovora u Ohridu, ovo biti prvi sastanak predstavnika Srbije i Kosova na visokom nivou, prenosi Tanjug.\n “Očekujemo da će obje strane doći u Brisel dobro pripremljene i da su potpuno posvećene fazi provedbe [sporazuma]”, naveo je Lajčak na Facebooku.\n Dodao je da se prošle sedmice u Briselu sastao s komandantom Kfora, italijanskim generalom Angelom Ristucciom, kako bi obavijestili jedan drugog o oblastima odgovornosti.\n Kurti je u ponedjeljak izjavio da će na sastanku u Briselu biti razgovarano o provođenju Ohridskog sporazuma, bez odlaganja, te kako očekuje konkretne rezultate.\nSporazum postignut, ali nije potpisan\n “Uvijek sam spreman za sastanke na visokom nivou. Naredni sastanak bit će održan u Briselu. Treba razgovarati o tome kako će se Briselski i Ohridski sporazum provesti bez odlaganja i u potpunosti“, kazao je Kurti, prenosi Tanjug.\n Sljedeći sastanak Vučića i Kurtija u okviru dijaloga pod pokroviteljstvom Evropske unije bit će održan 2. maja u Briselu, a dvije su strane dogovorile uspostavu zajedničkog odbora za nadzor provedbe nedavno dogovorenog sporazuma, potvrđeno je iz EU-a.\n Visoki predstavnik za vanjsku i sigurnosnu politiku EU-a Josep Borrell je, nakon sastanka krajem februara u Briselu, objavio da su Vučić i Kurti postigli saglasnost o tekstu sporazuma o putu prema normalizaciji odnosa.\n Također je objavio nakon sastanka u Ohridu 18. marta da je dogovoren plan provedbe tog sporazuma.\nNijedan od tih dogovora nije potpisan, a Vučić je odmah najavio da ne namjerava provesti sve dijelove sporazuma za koji EU tvrdi da je dogovoren.",1
1852," 'Broj poginulih u napadu ispred sinagoge na otoku Djerba u Tunisu povećan je na šest, uključujući napadača, nakon što je preminuo jedan službenik sigurnosti koji je bio ranjen, prenosi agencija TAP pozivajući se na bolničke izvore.\n U napadu je ranjeno devet osoba, saopštila je vlada Tunisa, prenosi Reuters.\n Napad se dogodio u utorak tokom godišnjeg hodočašća na otok Djerba, koje privuče stotine Jevreja iz Evrope i Izraela, prenosi Tanjug.\n Napad je izvršio čuvar u vojnom postrojenju na Djerbi, koji je prvo iz svog pištolja ubio kolegu i uzeo mu municiju, a potom krenuo ka sinagogi.\nNasumična pucnjava\n Počeo je nasumično da puca i tada je ubio dvojicu posjetilaca i još jednog službenika osiguranja, a ranio petoricu čuvara i četiri posjetioca.\n Ministarstvo unutrašnjih poslova Tunisa saopštilo je da su ga tada ubili službenici sigurnosti.\n Među ubijenim posjetiocima je jedna osoba francuske nacionalnosti, a druga je iz Tunisa.\n Vlasti još nisu utvrdile motiv napada, a Reuters navodi da su pripadnici oružanih grupa već izvodili napade na mjesto hodočašća u Djerbi i na drugim lokacijama.\n Hodočašće u Ghribu, koje se svake godine održava 33. dana jevrejske Pashe, centralna je proslava tuniskih Jevreja, kojih je danas tek oko 1.500 i većinom žive na Djerbi.\nNjihov se broj znatno smanjio nakon napada kamionom-bombom na sinagogu 2002. godine, u kojem je poginula 21 osoba.",5
1853," 'Nekoliko sati nakon što je Njemačka završila svoju atomsku eru isključivanjem posljednja tri nuklearna reaktora, najveći pojedinačni reaktor u Evropi pušten je u redovni pogon u Finskoj, potvrdio je operater TVO.\n Očekuje se da će Olkiluoto 3, koji\xa0sada proizvodi oko 14 posto električne energije u zemlji, ostati operativan\xa0“barem sljedećih 60 godina”, prema operateru TVO-u.\n Njemačka je u međuvremenu službeno okončala desetljeća korištenja nuklearne energije isključivanjem posljednja tri nuklearna reaktora tokom vikenda.\n Reaktor Isar 2 na jugoistoku zemlje, postrojenje Neckarwestheim na jugozapadu i Emsland na sjeverozapadu isključeni su iz električne mreže prije ponoći.\n Najveća evropska ekonomija nastojala je ostaviti za sobom nuklearnu energiju od 2002, ali je postupno ukidanje ubrzala bivša kancelarka Angela Merkel 2011. godine nakon nesreće u nuklearnoj elektrani Fukushima u Japanu.\n U Finskoj je Evropski tlačni reaktor (EPR) u međuvremenu pušten u redovni pogon nekih 18 godina nakon početka izgradnje reaktora i 14 godina nakon što je prvobitno planirano da krene u komercijalnu proizvodnju, piše AFP.\n Nakon što je prvi put postigao punu snagu u septembru prošle godine, trebao je ući u komercijalnu proizvodnju u decembru, ali je početak odgođen nekoliko puta tokom faze testiranja.\n‘Glavni adut’\n Izgradio ga je konzorcij Areva-Siemens na čelu s Francuzima, a reaktor je prvi put pokrenut u decembru 2021. i priključen na finsku elektroenergetsku mrežu u martu prošle godine.\n “Probna proizvodnja je završena i počela je redovna proizvodnja električne energije”, rekli su iz TVO-a.\n S proizvodnim kapacitetom od 1.600 megavata, Olkiluoto 3 je najveći pojedinačni nuklearni reaktor u Evropi, dok je ukrajinska elektrana Zaporožje sa svojih šest reaktora najveća nuklearna elektrana.\n Finska se nadala da će se oslanjati na novi reaktor za svoje potrebe za električnom energijom ranije ove zime, s obzirom na strah od nestašice energije nakon što je Rusija, glavni dobavljač Evrope, napala Ukrajinu i prekinula izvoz plina kao odgovor na zapadne sankcije.\n Jarmo Tanhua, izvršni direktor TVO-a, u izjavi je nazvao “ekološki prihvatljivu proizvodnju električne energije” jednim od “glavnih aduta” Finske, prenijela je Hina.\nSigurnost i klima\n EPR je osmišljen kako bi ponovno pokrenuo evropsku nuklearnu industriju nakon černobilske katastrofe 1986. i hvalili su ga da nudi veću snagu i bolju sigurnost.\n Međutim, nekoliko projekata EPR-a imalo je kašnjenja i milijarde dolara prekoračenja troškova.\n Krajem prošle godine, francuska državna energetska grupacija EDF morala je najaviti još šest mjeseci odgode za novi reaktor koji se gradi u Flamanvilleu na sjeverozapadu zemlje, odgađajući njegov predviđeni početak rada do sredine 2024. godine.\n Hinkley Point u Britaniji i tvornica Taishan u Kini su, također, pretrpjeli zastoje u proizvodnji EPR-a, prekoračenja troškova i kašnjenja.\n Dvije jedinice EPR-a u Kini već su ušle u komercijalnu proizvodnju, čineći Olkiluoto 3 trećim koji je pušten u rad u svijetu.\n Odluka Njemačke da prekine korištenje nuklearne energije bila je popularna u zemlji sa snažnim protunuklearnim pokretom.\n No, neki su kritikovali kako je ta odluka povećala ovisnost zemlje o uglju dok pokušava kontrolisati energetsku krizu uzrokovanom ratom u Ukrajini.\n Markus Soeder, konzervativni premijer Bavarske, pozvao je saveznu vladu da dopusti njegovoj zemlji da nastavi koristiti nuklearnu energiju.\n “Sve dok kriza ne završi i prijelaz na obnovljive izvore nije dovršen, moramo koristiti svaki oblik energije do kraja desetljeća”, rekao je Soeder za Bild.\n Nuklearna tehnologija je, također, doživjela novu popularnost kao način smanjenja emisije ugljika, a švedska klimatska aktivistica Greta Thunberg oštro je kritizirala njemački potez kao “grešku”, ako on znači sagorijevanje više uglja.\n TVO je reaktor Olkiluoto 3 nazvao “najvećim finskim klimatskim činom”, dodajući da će “ubrzati kretanje prema ugljično neutralnom društvu”.\nU Finskoj je anketa iz maja 2022. pokazala da 60 posto Finaca podržava nuklearnu energiju, prenijela je Hina.",4
1854," 'Tim Scott (57), jedini Afroamerikanac republikanac u američkom Senatu, zvanično je objavio svoju kandidaturu za predsjedničke izbore 2024. godine.\n Kandidaturu je službeno objavio na Univerzitetu Charleston Southern, privatnom baptističkom koledžu na kojem je i diplomirao u rodnom gradu North Charleston. U govoru je naveo kako su Sjedinjene Američke Države “zemlja mogućnosti”, prenosi Anadolija.\n Govorio je o svojoj porodici i životnoj priči. Kritizirao je ekonomsku i sigurnosnu politiku administracije američkog predsjednika Joea Bidena i demokrate koje on naziva “radikalnom ljevicom”.\n “Stopa kriminala raste u Bidenovoj Americi, a policija se povlači. Zato danas objavljujem da se kandidujem za predsjednika Sjedinjenih Američkih Država”, rekao je Scott.\nTrump, DeSantis, Pence, Haley…\n Osvrnuo se na probleme na južnoj granici SAD-a i “kinesku kupovinu poljoprivrednog zemljišta u SAD-u, kršenje američkog zračnog prostora i praćenje podataka o djeci”.\n Bivši predsjednik Donald Trump, Ron DeSantis, Mike Pence, Nikki Haley neki su od kandidata koji će se takmičiti za republikansku nominaciju za predsjedničke izbore 2024.\n Očekuje se da će Trumpov najbliži rival DeSantis takođe zvanično objaviti svoju kandidaturu ove sedmice.\nBivši potpredsjednik Mike Pence je među imenima za koje se očekuje da će biti kandidat za predsjedničke izbore 2024. godine.",5
1855, 'Prvi britanski autonomni autobusi trebalo bi da od 15. maja saobraćaju na putevima Škotske.\nPlan je da u naredne dvije godine prevoze 10.000 putnika sedmično.,4
1856," 'Katar je postao partner s francuskom kompanijom TotalEnergies i italijanskim ENI-jem u konzorciju koji počinje traganje za plinom i naftom u podmorju na jugu Libana, na granici s Izraelom.\n Liban i Izrael, koji su još u ratnom stanju, potpisali su u oktobru 2022. godine sporazum o pomorskoj granici na Sredozemnom moru, što omogućava Libanu da počne istraživanje potencijalnog polja Kana, čiji se dio nalazi u izraelskim teritorijalnim vodama, u zamjenu za isplatu kompenzacije Izraelu.\n Ruski Novatek se 2022. godine povukao iz konzorcija za istraživaje u toj oblasti, a Katar će sada imati 30 posto akcija, a po 35 posto TotalEnergies i ENI.\n “Ulazak Katara u konzorcij ima posebno politički značaj”, rekao je za AFP stručnjak za energetiku Naji Abi Aad nakon potpisivanja sporazuma u Bejrutu, prenosi Beta.\n Liban bojkotira nekoliko bogatih zemalja Zaljeva, uključujući Saudijsku Arabiju, zbog dominantnog političkog utjecaja proiranskog Hezbollaha u toj zemlji.\nLiban nema infrastrukturu\n Prošireni konzorcij je također zadužen za istraživanje još jednog dijela podmorja, bliže obali Libana, gdje istraživanja nisu dovela do otkrića komercijalnih količina.\n TotalEnergies očekuje da se istraživanje oblasti Kanu završiti u narednih 12 mjeseci i da će koštati oko 100 miliona dolara.\n Analitičari smatraju da će Libanu biti potrebno nekoliko godina da počne eksploataciju plina ako bude pronađena dovoljna količina.\n Liban nema infrastrukturu za izvoz plina, a nema ni plinovod za domaću potrošnju.\nIzrael je već počeo ispumpavati plin i isporučuje ga susjednom Jordanu i Egiptu, a u junu prošle godine potpisao je sporazum o pretvaranju svog plina u tečni u Egiptu radi izvoza brodovima u Evropu.",3
1857," 'Predsjednik Upravnog odbora Foruma za etničke odnose Dušan Janjić rekao je da se nakon vanredni izbora na sjeveru Kosova ulazi u novu fazu napetosti.\n „Ovdje nema pobednika, sada ulazimo u novu fazu napetosti i uslovljavanja nastavka dijaloga za normalizaciju“, rekao je Janjić Al Jazeeri.\nPodrška Brisela i Washingtona izborima na Kosovu koji su održani na silu, uprkos bojkotu lokalni Srba, prema Janjiću nije dobra, i mogla bi imati posljedice u cijeloj regiji Zapadnog Balkana.",1
1858," 'Stopa inflacije u Evropskoj uniji zabilježila je u oktobru novi rekord od 11,5 posto međugodišnje, nastavljajući uspon sa septembarskog nivoa od 10,9 procenata, pokazuju novi podaci Eurostata, zavoda za statistiku EU-a.\n Prije godinu stopa inflacije u 27-članom bloku iznosila je 4,4 posto.\n Slično kretanje potrošačkih cijena je bilo i u eurozoni, u kojoj se međugodišnja inflacija popela na 10,6 posto u oktobru, u odnosu na 9,9 posto u septembru.\n Godinu ranije inflacija u eurozoni je bila 4,1 procenat.\n Na mjesečnom nivou rast inflacije je ubrzao u oktobru i u EU i u 19-članom valutnom bloku sa 1,2 posto u septembru na 1,4 procenta, odnosno na 1,5 posto, respektivno.\nNajviša inflacija u Estoniji\n Prema podacima Eurostata, najniže međugodišnje stope inflacije registrirane su prošlog mjeseca u Francuskoj (7,1 posto), Španiji (7,3 posto) i na Malti (7,4 posto), a najviše u Estoniji (22,5 posto), Litvaniji (22,1 posto) i Mađarskoj (21,9 posto).\n U poređenju sa septembrom inflacija je na godišnjem nivou pala u 11 članica EU-a, ostala je stabilna u tri, a porasla u 13 zemalja.\n U eurozoni su u oktobru najviši međugodišnji rast zabilježile cijene energije (41,5 posto), svježe hrane (15,5 posto) te namirnica, alkoholnih pića i duhana (13,1 posto).\nPrema najnovijim prognozama Evropske komisije, eurozona i većina zemalja članica EU-a na putu su da krajem ove godine uđu u recesiju.",3
1859," 'Na predstojećem festivalu dokumentarnog filmova, koji počinje 26. marta u Zagrebu, održat će se i radionica za ostvarenja u nastajanju – ZagrebDox Pro, kojem će ove godine tema biti „Kako snimiti rat?“.\n Za „ZagrebDox Pro: Dox of War“ odabrano je osam projekata – iz Grčke, Hrvatske, Kanade, Srbije, Švicarske, Turske i Ukrajine. Veći dio polaznika svoje filmove u razvoju trenutno snimaju na prvim linijama, oslikavajući ratnu stvarnost na specifičan i kreativan način, javlja Hina.\n Kroz radionicu će promišljati mogućnosti narativnih, vizualnih i etičkih pristupa njihovoj složenoj tematici, u radu s iskusnim mentorima Hansom Robertom Eisenhauerom i Johnom Appeltom, najavili su organizatori.\nRad s vrhunskim mentorima i profesionalcima\n Za polaznike, a dijelom i za javnost, organizirana su majstorska predavanja i razgovori s renomiranim svjetskim dokumentaristima koji su se istakli svojim filmovima o ratu, kao i s novinarima, fotografima i humanitarcima koji će podijeliti svoje praktično znanje i iskustvo rada u kompleksnim uvjetima ratnih situacija. Među njima su autori poput Sigal Jehude, Mile Turajlić, Alise Kovalenko, Tihomira Ladišića i Mile Tešaijeve.\n Odabrani projekti su Izlaz kroz ludaru Nikole Ilića (Srbija, Švicarska), Nepoznat br. 1 Markijana Mirošničenka (Ukrajina), Savršenstvo kruga Borisa Bakala (Hrvatska), Olovka strašne stvarnosti Marije Ševčenko (Ukrajina), Presretanje Oksane Karpovič (Ukrajina), Sjećanja Vivian Papageorgiou (Grčka), Taoci rata Marije Derhačove (Ukrajina) i Trajno pretraživanje Berke Bas (Turska).\nS festivala ističu kako im je cilj tim izvrsnim autorima stvoriti priliku da za vrijeme festivala predstave svoje projekte brojnim producentima i distributerima iz svijeta i regije, te omogućiti rad s vrhunskim mentorima i profesionalcima. Moderator i voditelj radionice je Nebojša Slijepčević.",2
1860," 'Kolumbijska ratna mornarica saopštila je da je zaplijenila najveću narkopodmornicu u historiji ove zemlje, dugačku 30 metara i široku tri metara, a u njoj je bilo tri tone kokaina, prenosi Tanjug.\n Podmornica je zaustavljena u utorak, kada je bila na putu ka centralnoj Americi.\n Fotografije koje su objavile vlasti prikazuju dugačko plovilo u vodi, kao i stotine paketa narkotika, a u sredini, trojicu uhapšenih.\n\n#LoÚltimo 🚨 en operación conjunta la @ArmadaColombia interceptó el más grande artefacto semisumergible navegando con alcaloides, en área general Pacífico sur, tripulado por 3️⃣ sujetos transportando en su interior 3️⃣0️⃣5️⃣8️⃣ kilogramos\xa0de\xa0alcaloides, con apoyo @FuerzaAereaCol pic.twitter.com/793wmsEwZa\n — Fuerza Naval del Pacífico (@FNP_ArmadaCol) May 12, 2023\n \n Ovo je najveća narkopodmornica otkrivena otkako su počele da se koriste u ove svrhe 1993. godine.\nU tri decenije, mornarica je zaplijenila 228 plovila ovog tipa, na kojima su bile hiljade kilograma kokaina, koji su išle ka Sjedinjenim Američkim Državama, ili preko Atlantika ka Evropi.",5
1861," 'Belgijska predstava Svaki pokušaj će se završiti skršenim tijelima i slomljenim kostima\xa0reditelja i koreografa Jana Martensa, trupe “GRIP” i “Dance on ansambl” iz Antverpena, otvorila je sinoć 56. BITEF u Jugoslovenskom dramskom pozorištu u Beogradu, prenosi Tanjug.\n Glavni program 56. BITEF-a počeo je u petak sa selekcijom “Prolog” na velikoj sceni Narodnog pozorišta izvođenjem predstave (Nije) kraj sveta\xa0čuvene britanske rediteljke Kejti Mičel, prema tekstu engleske dramaturškinje Kris Buš, u produkciji pozorišta “Šaubine” iz Berlina.\n BITEF je zapravo i ranije krenuo, 20. septembra, uz početak jednog od svojih pratećih programa, a to je 10. izdanje “Cirkobalkana” – Festivala savremenog cirkusa koji će se odvijati u cirkuskom šatoru do 1. oktobra u Luci Beograd.\nSpoj drame i plesa\n Poslije zapaženog uspjeha na Avinjonskom festivalu 2021. (premijera je bila 18. jula 2021.), plesni komad Svaki pokušaj će se završiti skršenim tijelima i slomljenim kostima svoj neobičan i dugačak naslov upućuje na višeslojan koncept autora i cijele ekipe.\n Sama koreografija, režija i prije svega dramaturgija predstave, zapravo koreodrame, zasnovana je na gradaciji, kombinovanju i razvoju niza pokušaja da se ostvari jedna nova koreografska ideja.\n Ti pokušaji uz koncept belgijskog reditelja i koreografa Martensa, dobrim dijelom su bazirani na muzici, koja se neprestano ponavlja, na svoj način postaje i psihodelična, a u pitanju je instrumentalna kompozicija poljskog autora savremene ozbiljne muzike Henrika Mikolaja Goreckog.\n Pozornica je bez scenografije, prisutan je minimalizam, i na početku kroz muzičku podlogu igra samo jedan izvođač, onda dolaze dva umjetnika, i dalje se umnožavaju sa četiri, pet, osam plesača kroz nekoliko fragmenata koreodrame.\n Kasnije jedna od umjetnica pripovijeda šta oni kao kolektiv žele i čemu teže, a to su emocije, pravdoljubivost, nulta tolerancija, kliše, a htjeli bi da ponude čistu nadu, solidarnost.\n Na sceni je 17 plesača, koji su različitih godina (od 18 do 71), polova, porijekla i profesionalne istorije.\n Verbalni dijelovi predstave su označeni u tri segmenta – prvi dio sa govorom, drugi se bazira na ispisanom tekstu koji publika i čuje iz offa, kao naraciju nevidljivog pripovjedača, dok je treći dio samo ispisan riječima, bez čitanja, u muku i tišini.\n Tako se, postepeno, fragmentarno, mozaički sklapao jedan pametan, topao i duhovit esej o savremenom plesu, koji spaja različita pitanja i stavove: ples kao fizički rad, značaj ličnosti plesača (njihove godine, izgled, obrazovanje), odnos tijela i društvenog poretka.\nMi – junaci rada svog\n U glavnom programu festivala će se naći \xa0devet predstava vodećih autora evropskog i svjetskog pozorišta iz Nemačke, Belgije, Meksika, Francuske, Srbije, Slovenije i Ujedinjenog Kraljevstva.\n Festival će se održati pod sloganom “Mi – junaci rada svog” i bavit će se pitanjem rada u savremenom društvu, radnih prava, tržišta rada poslije pandemije, ali i pitanjem rada u samim izvođačkim umjetnostima.\nŽiri ovogodišnjeg BITEF-a čine: dramaturškinja i pozorišna kustoskinja Štefani Karp (Njemačka, predsjednica žirija), pozorišna kritičarka Kristina Dosel (Njemačka), rediteljica Selma Spahić (Bosna i Hercegovina), glumica Vanja Ejdus (Srbija) i pisac i dramaturg Dino Pešut (Hrvatska).",2
1862," 'Američka Federalna korporacija za osiguranje depozita (FDIC) izvršila je pregled nacionalnog sistema osiguranja depozita i opcija za reformu usljed nedavnih neuspjeha u bankarskom sektoru, javlja Anadolija.\n Iz FDIC-a je objavljen sveobuhvatan pregled sistema osiguranja depozita i opcija za reformu za rješavanje problema finansijske stabilnosti koji proizilaze iz nedavnih bankrota banaka.\n Izvještaj “Opcije za reformu osiguranja depozita” ispitao je ulogu osiguranja depozita u promovisanju finansijske stabilnosti i sprečavanju bankrota banaka, uz politike koje mogu zahtijevati promjene u pokriću osiguranja depozita.\nVeći limit osiguranja\n FDIC je naveo da podržava podizanje limita osiguranja depozita za poslovne račune za plaćanje iznad trenutnih 250.000 dolara.\n Savjetovano je da se ponudi neograničeno pokriće kako bi se proširilo neograničeno osiguranje depozita na sve deponente.\n Regulator se zalaže i za nuđenje različitih limita osiguranja depozita za različite vrste računa, u kojima bi računi za poslovna plaćanja imali veće pokriće od ostalih računa.\nFDIC-ov prijedlog je uslijedio nakon što je zatvorena problematična First Republic Bank, čiju bi imovinu trebao kupiti JPMorgan Chase.",3
1863," 'Međunarodna finansijska korporacija IFC i EU potpisali su prvu u nizu projekata, za dekarbonizaciju, čiji je cilj rješavanje ključnih razvojnih pitanja koja su identifikovana u okviru Ekonomskog i investicionog plana (EIP) za Zapadni Balkan za period 2021-2027. godine, koji finansira EU i koji će biti sproveden kroz Investicioni okvir za Zapadni Balkan (WBIF).\n Prvi projekat u okviru ovog partnerstva ima za cilj pomoći da se unaprijedi dekarbonizacija i efikasnost resursa industrijskih parkova širom regije.\n Nakon preliminarne dijagnostike uslijedit će ciljano sprovođenje pilot projekata u industrijskim parkovima u Srbiji, Bosni i Hercegovini, Sjevernoj Makedoniji, Crnoj Gori i Albaniji. Ovi projekti će se fokusirati na energetsku tranziciju, klimatske promjene i jači privatni sektor, saopštio je IFC, koji je član Grupe Svjetske banke, prenosi Tanjug u utorak.\n Cilj je podsticanje regionalne ekonomske integracije, podrška zelenoj, energetskoj i digitalnoj tranziciji, kao i neophodne reforme za napredak na putu pridruživanja EU.\n IFC je, zajedno sa Svjetskom bankom, najnovija međunarodna finansijska institucija koja se priključila WBIF-u, kroz stvaranje partnerstva od presudnog značaja za podršku aktivnostima privatnog sektora u regiji, rješavanje hitnih razvojnih pitanja, otvaranje radnih mjesta i osiguravanje dugoročne održivosti.\n‘Balkan ima ogroman potencijal’\n Zamjenica generalnog direktora u Generalnom sekreterijatu Evropske komisije za susjedstvo i pregovore o proširenju i predsjednica WBIF-a Katarina Mathernova pozdravila je potpisivanje prvog sporazuma o saradnji sa IFC preko WBIF-a.\n “Današnje potpisivanje predstavlja važno postignuće. Njime se formalno konsoliduje partnerstvo Evropske komisije i IFC na Zapadnom Balkanu preko WBIF i stvaraju prilike za javna i privatna ulaganja u cilju lakše energetske tranzicije poslovnih parkova koji predstavljaju velike zagađivače”, rekla je ona.\n Cilj drugih projekata koji su u planu je da se mobilišu garantovani finansijski instrumenti za klijente u oblasti agrobiznisa, što će omogućiti prijeko potrebnu modernizaciju sektora i digitalnu transformaciju.\n“Ponosni smo na snažno partnerstvo sa EU na Zapadnom Balkanu. To je regija u kojem vidimo ogroman potencijal za ubrzanje ekonomskog rasta i poboljšanje života ljudi kroz podsticanje angažovanja privatnog sektora”, rekao je Alfonso Garcia Mora, potpredsjednik IFC-a.",3
1864," 'Kina je poslala u svemir satelite za posmatranje Zemlje klase “Yaogan” s daljinskim senzorom, javlja Anadolija.\n Prema vijesti kineske novinske agencije Xinhua, tri satelita tipa “Yaogan-34” lansirana su u svemir iz centra Jiuquan u pustinji Gobi raketom Long March 4C.\n Nakon lansiranja, sateliti su sletjeli na planiranu orbitalnu poziciju.\nIstraživanje urbanog planiranja\n Saopćeno je da će se satelit sa optičkim daljinskim otkrivanjem, koristiti za istraživanje urbanog planiranja, potvrđivanje prava na zemljište, procjenu prinosa usjeva i prevenciju i smanjenje katastrofa.\n Lansiranje je bila 450. uspješna transportna misija izvedena raketama Long March.\nPrva grupa satelita “Yaogan-34” lansirana je 30. aprila 2021, a druga grupa 17. marta ove godine.",4
1865," 'Vlada Srbije formirala je Vijeće za sprečavanje vršnjačkog nasilja, čiji će jedan od zadataka biti organizovanje mobilnih timova za vršnjačko nasilje između centra za socijalni rad, obrazovnih i zdravstvenih ustanova i policije, koje će hitno reagovati kada se dogodi takva vrsta nasilja.\n Vijećem će rukovoditi premijerka Ana Brnabić, dok će njena zamjenica biti ministrica za brigu o porodici i demografiju Darija Kisić, navodi se u saopćenju vlade.\n Vijeće čine i ministri unutrašnjih poslova, pravde, zdravlja, informisanja i telekomunikacija, ministar za rad, zapošljavanje, boračka i socijalna pitanja, državnu upravu i lokalnu samoupravu, ljudska i manjinska prava i društveni dijalog, ministar turizma i omladine, predstavnik ministarstva prosvjete, UNICEF-a, Udruženja “Mame su zakon” i Centra za nestalu i zlostavljanu djecu, prenosi agencija Beta.\n Vlada je donijela i odluku o obrazovanju Radne grupe za podršku mentalnom zdravlju i sigurnosti mladih, čiji je zadatak da pripremi prijedlog programa podrške u tim oblastima, sa akcentom na uspostavljanje multisektorske saradnje. Ta saradnja bi obuhvatila obrazovne i zdravstvene ustanove i druge organizacije i društvene zajednice koje se bave ili imaju utjecaja na mentalno zdravlje te populacije.\nSigurnost djece na internetu\n Ti programi, kako se dodaje u saopćenju, zahtijevaju pristup na više nivoa sa različitim platformama kao što su digitalni mediji, zdravstvene ili socijalne ustanove, škole ili druge zajednice, kao i različite strategije pristupa i komunikacije sa adolescenatima.\n Iz vlade navode da je prevashodni cilj tih programa da ojačaju kapacitet pojedinca da reguliše emocije, poboljšaju alternative rizičnom ponašanju, izgrade otpornost za upravljanje teškim situacijama i nevoljama i promovišu društveno okruženje u kojima se adolescent osjeća sigurno i zaštićeno.\n Članovi vlade usvojili su i odluku o obrazovanju Radne grupe za sigurnost djece na internetu koja će u narednih mjesec dana razmotriti uvođenje mjera zabrane pristupa web-stranicama poput DarkNeta i sličnih, koji sadrže savjete kako da se izvrši ubistvo, nabavi droga ili vatreno oružje i vladi predloži odgovarajuća rješenja.\nRadnu grupu činit će predstavnici kabineta premijerke Brnabić, ministarstava pravde, unutrašnjih poslova, informisanja i telekomunikacija, prosvjete, zatim suda, Javnog tužilaštva, Bezbjednosno-informativne agencije i civilnog društva.",1
